,Ward/VillageTract,tot_pop,male_pop,female_pop,Township,Longitude,Latitude
3089,MaKyay(VT),1379.0,678.0,701.0,Ramree Township,,
3090,Auk(VT),2044.0,1029.0,1015.0,Ann Township,94.0311241149902,19.76214027404785
3091,GeLaung(VT),1689.0,825.0,864.0,Ann Township,93.98360661097935,19.6898400442941
3092,ZuKaing(VT),3758.0,1913.0,1845.0,Ann Township,93.79516754150393,19.921134185791022
3093,GaNanPyin(VT),5567.0,2622.0,2945.0,Ann Township,93.77283096313478,19.623490015665666
3094,LaungDoneKwin(VT),10224.0,4764.0,5460.0,Ann Township,93.94416215684679,19.5886910756429
3095,LetKhwarTway(VT),1056.0,519.0,537.0,Ann Township,93.83503723144533,19.53962008158363
3096,MyanmarBokeChaung(VT),1848.0,918.0,930.0,Ann Township,94.0368881225586,19.8156890869141
3097,MeLetMaung(VT),3777.0,1863.0,1914.0,Ann Township,93.85576820373535,19.850342273712176
3098,Hmwar(VT),3642.0,1829.0,1813.0,Ann Township,94.01891665988501,19.497574488321934
3099,NyaungChaung(VT),1996.0,958.0,1038.0,Ann Township,93.8129399617513,19.5968933105469
3100,NwarYonTaung(VT),4317.0,2087.0,2230.0,Ann Township,93.9509391784668,19.472806612650547
3101,PonNaWa(VT),865.0,431.0,434.0,Ann Township,94.0390930175781,19.8241996765137
3102,HpetChaung(VT),2566.0,1180.0,1386.0,Ann Township,93.91069488525393,19.51931991577148
3103,SatSi(VT),1363.0,678.0,685.0,Ann Township,94.07633972167964,19.77572536468505
3104,SaKhanMaw(VT),2790.0,1424.0,1366.0,Ann Township,94.02079264322917,19.650073051452633
3105,TharSi(VT),4164.0,1959.0,2205.0,Ann Township,93.86472702026369,19.682050069173183
3106,TaikMaw(VT),1746.0,868.0,878.0,Ann Township,93.98351414998372,19.619099617004398
3107,TanTin(VT),2517.0,1212.0,1305.0,Ann Township,93.96428203582764,19.553471088409438
3108,TaungHpiLar(VT),3147.0,1446.0,1701.0,Ann Township,93.95837020874026,19.519667148590074
3109,YaeBoke(VT),1718.0,824.0,894.0,Ann Township,93.8848915100098,19.627459526061998
3110,KyaukMyaung(VT),8770.0,4256.0,4514.0,Ann Township,93.91083145141602,19.43400402069094
3111,ZinTaw(VT),1687.0,785.0,902.0,Ann Township,93.87784067789717,19.540120442708332
3112,KhaMaungTone(VT),1898.0,873.0,1025.0,Thandwe Township,94.26178232828777,18.624163309733103
3113,NatMaw(VT),1783.0,858.0,925.0,Thandwe Township,94.28485717773438,18.59685592651368
3114,NatMaw(VT),1783.0,858.0,925.0,Toungup Township,94.21448516845706,18.8655548095703
3115,NatMaw(VT),2260.0,1046.0,1214.0,Thandwe Township,94.28485717773438,18.59685592651368
3116,NatMaw(VT),2260.0,1046.0,1214.0,Toungup Township,94.21448516845706,18.8655548095703
3117,ShweHlay(VT),2592.0,1213.0,1379.0,Thandwe Township,94.30461311340329,18.613767623901374
3118,HpaYarMaw(VT),1338.0,660.0,678.0,Thandwe Township,94.32341512044273,18.618213017781567
3119,YaeKauk(VT),3221.0,1792.0,1429.0,Thandwe Township,94.3407974243164,18.6091499328613
3120,GwaytChaung(VT),2311.0,1115.0,1196.0,Thandwe Township,94.3523930140904,18.584771292550215
3121,PwintHpyay(VT),970.0,494.0,476.0,Thandwe Township,94.39826583862305,18.56118965148925
3122,HmyawtWan(VT),542.0,267.0,275.0,Thandwe Township,,
3123,KyetSarChaung(VT),274.0,126.0,148.0,Thandwe Township,94.34519577026364,18.5478000640869
3124,AhLel(VT),473.0,233.0,240.0,Thandwe Township,94.33283996582033,18.5549570719401
3125,LinMuTaung(VT),1709.0,866.0,843.0,Thandwe Township,94.37686538696289,18.500994682312
3126,ZeeKone(VT),279.0,127.0,152.0,Thandwe Township,94.3925170898438,18.5017395019531
3127,ZeeKone(VT),279.0,127.0,152.0,Gwa Township,94.52133178710939,17.772850036621097
3128,ZeeKone(VT),890.0,424.0,466.0,Thandwe Township,94.3925170898438,18.5017395019531
3129,ZeeKone(VT),890.0,424.0,466.0,Gwa Township,94.52133178710939,17.772850036621097
3130,ShweHlaw(VT),2205.0,1073.0,1132.0,Thandwe Township,94.4085111618042,18.501726150512688
3131,TaYawTaw(VT),540.0,269.0,271.0,Thandwe Township,94.3612670898438,18.4773292541504
3132,AnTaw(VT),5898.0,2751.0,3147.0,Thandwe Township,94.3751525878906,18.4666805267334
3133,ShinAung(VT),596.0,295.0,301.0,Thandwe Township,94.40047454833983,18.467693328857433
3134,AhHtu(VT),582.0,303.0,279.0,Thandwe Township,94.49955444335937,18.388526153564438
3135,TaungNyo(VT),918.0,457.0,461.0,Thandwe Township,94.31052017211914,18.54814529418945
3136,KyaungTaik(VT),1096.0,511.0,585.0,Thandwe Township,94.33547973632815,18.5159397125244
3137,SinGaung(VT),8596.0,4247.0,4349.0,Thandwe Township,94.25182342529298,18.57823753356935
3138,KinMaw(VT),2740.0,1274.0,1466.0,Thandwe Township,94.3293228149414,18.5282497406006
3139,UYinPyin(VT),1907.0,957.0,950.0,Thandwe Township,94.32084083557129,18.51783752441405
3140,KhaYanMaw(VT),641.0,302.0,339.0,Thandwe Township,94.34577178955075,18.5201549530029
3141,PyaytWa(VT),392.0,202.0,190.0,Thandwe Township,94.3525772094727,18.5040493011475
3142,MeKyun(VT),193.0,84.0,109.0,Thandwe Township,94.354118347168,18.489990234375
3143,ShweKyaungPyin(VT),2468.0,1139.0,1329.0,Thandwe Township,94.34186172485349,18.479599952697747
3144,ChanPyin(VT),1061.0,502.0,559.0,Thandwe Township,94.34907150268555,18.4943799972534
3145,HmoHinPyin(VT),370.0,197.0,173.0,Thandwe Township,94.3024673461914,18.474760055542
3146,TaLinSeik(VT),848.0,417.0,431.0,Thandwe Township,94.3863830566406,18.4664192199707
3147,UYinKwin(VT),1250.0,581.0,669.0,Thandwe Township,94.45351736886163,18.428608485630583
3148,PaDeKaw(VT),2476.0,1241.0,1235.0,Thandwe Township,94.38856697082518,18.444671154022213
3149,KaNyinKone(VT),971.0,490.0,481.0,Thandwe Township,,
3150,NanChaung(VT),2097.0,1056.0,1041.0,Thandwe Township,94.35343742370608,18.44243001937865
3151,KyaukTan(VT),411.0,203.0,208.0,Thandwe Township,94.37925465901692,18.395009994506832
3152,Gawt(VT),1204.0,573.0,631.0,Thandwe Township,94.2804565429688,18.487699508667
3153,ZeeHpyuKone(VT),6404.0,3270.0,3134.0,Thandwe Township,94.30770301818848,18.4527053833008
3154,LinThar(VT),4806.0,2325.0,2481.0,Thandwe Township,94.32951354980469,18.42066955566405
3155,MyaPyin(VT),15369.0,7566.0,7803.0,Thandwe Township,94.3428446451823,18.3796666463216
3156,ThanPuYar(VT),510.0,250.0,260.0,Thandwe Township,94.40774917602539,18.33544969558715
3157,ThaYetPinKwin(VT),961.0,484.0,477.0,Thandwe Township,94.42666244506835,18.317489624023402
3158,MeNeiKwin(VT),1939.0,977.0,962.0,Thandwe Township,94.43422241210935,18.36104202270508
3159,TharYarKwin(VT),837.0,419.0,418.0,Thandwe Township,94.41753896077473,18.389696121215835
3160,BoeWaKone(VT),272.0,136.0,136.0,Thandwe Township,94.40740966796875,18.385114669799798
3161,GonMinChaung(VT),313.0,159.0,154.0,Thandwe Township,94.3942642211914,18.385063807169562
3162,SatLelHmyaw(VT),979.0,464.0,515.0,Thandwe Township,94.39211883544924,18.35935401916506
3163,MawYon(VT),1992.0,979.0,1013.0,Thandwe Township,94.341796875,18.2544002532959
3164,KyaukKaLat(VT),6371.0,3280.0,3091.0,Thandwe Township,94.34932200113934,18.286318461100254
3165,KyweThauk(VT),1779.0,851.0,928.0,Thandwe Township,94.39559020996094,18.28283615112308
3166,PeinTawGyi(VT),1176.0,564.0,612.0,Thandwe Township,94.4536418914795,18.25761866569519
3167,KaNyinKwin(VT),1354.0,695.0,659.0,Thandwe Township,94.45983341761998,18.29874556405203
3168,KaNaKho(VT),1227.0,594.0,633.0,Thandwe Township,94.4820785522461,18.2731564839681
3169,PaukTu(VT),847.0,424.0,423.0,Thandwe Township,94.5185165405273,18.2664108276367
3170,PaukTu(VT),847.0,424.0,423.0,Gwa Township,94.67979431152342,17.4981559753418
3171,PaukTu(VT),1341.0,680.0,661.0,Thandwe Township,94.5185165405273,18.2664108276367
3172,PaukTu(VT),1341.0,680.0,661.0,Gwa Township,94.67979431152342,17.4981559753418
3173,KyaukGyi(VT),1567.0,728.0,839.0,Thandwe Township,94.4765739440918,18.2484941482544
3174,KyarNyo(VT),1533.0,707.0,826.0,Thandwe Township,94.4754689534505,18.2155564626058
3175,PuZunHpay(VT),2151.0,1039.0,1112.0,Thandwe Township,94.47660636901855,18.1578426361084
3176,ToneTaw(VT),1312.0,633.0,679.0,Thandwe Township,94.5045918055943,18.161765507289328
3177,PyinMaKhon(VT),564.0,204.0,360.0,Thandwe Township,94.54259185791017,18.12297782897948
3178,WetHteeTaung(VT),1859.0,931.0,928.0,Thandwe Township,94.4415054321289,18.171465237935383
3179,LetPanSu(VT),235.0,111.0,124.0,Thandwe Township,93.3738250732422,19.66742515563965
3180,PaukPyin(VT),944.0,458.0,486.0,Toungup Township,94.1918411254883,19.015135765075648
3181,TaYaBa(VT),1390.0,705.0,685.0,Toungup Township,94.1953010559082,18.99279499053955
3182,KinTaung(VT),3195.0,1503.0,1692.0,Toungup Township,94.1941197713216,18.977813720703136
3183,PaLaWar(VT),985.0,518.0,467.0,Toungup Township,94.31191444396973,18.985272407531724
3184,YaHpaLay(VT),425.0,221.0,204.0,Toungup Township,94.2966194152832,18.9884796142578
3185,ThaHpanCho(VT),615.0,313.0,302.0,Toungup Township,94.26921463012695,18.99384498596195
3186,PyinChaung(VT),457.0,235.0,222.0,Toungup Township,94.2684631347656,19.020565032959
3187,KyetKaing(VT),2248.0,1101.0,1147.0,Toungup Township,94.23867797851562,18.972812414169297
3188,KyaukMaungHnaMa(VT),742.0,363.0,379.0,Toungup Township,94.21788024902344,18.9509696960449
3189,NgaLoneMaw(VT),818.0,404.0,414.0,Toungup Township,94.15722961425783,18.96914443969726
3190,MeeChaungLu(VT),1159.0,563.0,596.0,Toungup Township,94.1663360595703,18.9775905609131
3191,YwarMa(VT),7643.0,3565.0,4078.0,Toungup Township,94.12837600708005,18.9941349029541
3192,KuToetSeik(VT),1531.0,719.0,812.0,Toungup Township,94.1227035522461,19.0050792694092
3193,LetPanKyun(VT),4695.0,2226.0,2469.0,Toungup Township,94.11943054199217,19.0165398915609
3194,HlayKarHtway(VT),202.0,96.0,106.0,Toungup Township,,
3195,KyaukSeikTaung(VT),2412.0,1128.0,1284.0,Toungup Township,94.10202407836914,18.99978256225585
3196,MyoTaungGyi(VT),1661.0,796.0,865.0,Toungup Township,94.10601806640624,18.985497156778965
3197,Moe(VT),1718.0,846.0,872.0,Toungup Township,94.13730875651044,18.94724146525067
3198,Maung(VT),1258.0,594.0,664.0,Toungup Township,94.15865325927734,18.9226303100586
3199,YanMyo(VT),788.0,385.0,403.0,Toungup Township,94.1983871459961,18.9043292999268
3200,MeeChaungHtoe(VT),731.0,349.0,382.0,Toungup Township,94.2154922485352,18.8936004638672
3201,AukKaingShey(VT),5591.0,2671.0,2920.0,Toungup Township,,
3202,Don(VT),1199.0,571.0,628.0,Toungup Township,94.2483901977539,18.8696308135986
3203,ThinChiKaing(VT),4385.0,2134.0,2251.0,Toungup Township,94.30556064181857,18.87061225043402
3204,KyoeKyarKwin(VT),6111.0,3324.0,2787.0,Toungup Township,94.28941040039061,18.8408477783203
3205,YanKhaw(VT),687.0,337.0,350.0,Toungup Township,94.2426528930664,18.8342609405518
3206,TaRaGu(VT),3124.0,1568.0,1556.0,Toungup Township,94.2668972015381,18.799125194549575
3207,KanDay(VT),2404.0,1269.0,1135.0,Toungup Township,94.30882263183595,18.743346532185864
3208,Khu(VT),2612.0,1430.0,1182.0,Toungup Township,94.30907726287842,18.699615001678477
3209,GyiWa(VT),1603.0,789.0,814.0,Toungup Township,94.23409271240233,18.67093340555827
3210,NyaungPinSeik(VT),907.0,422.0,485.0,Toungup Township,94.20245615641277,18.68935012817383
3211,KhaYaing(VT),2000.0,915.0,1085.0,Toungup Township,94.19447021484375,18.72231788635254
3212,GyiPyin(VT),1960.0,910.0,1050.0,Toungup Township,94.17510732014973,18.706843694051102
3213,KuLarYaung(VT),1953.0,959.0,994.0,Toungup Township,94.162410736084,18.804310798645048
3214,AhSheyBet(VT),2353.0,1146.0,1207.0,Toungup Township,94.11070421006944,18.839545779758033
3215,NgaMaukChaung(VT),1449.0,690.0,759.0,Toungup Township,94.08043416341143,18.836317062377933
3216,HpaungKhar(VT),1194.0,552.0,642.0,Toungup Township,94.0511322021484,18.8516292572021
3217,KaLeinTaung(VT),794.0,399.0,395.0,Toungup Township,94.04016113281256,18.909425735473647
3218,ThaLeinPyin(VT),814.0,401.0,413.0,Toungup Township,94.2074279785156,18.8526840209961
3219,Taung(VT),1360.0,678.0,682.0,Toungup Township,94.2093734741211,18.8495864868164
3220,WetKyeik(VT),5408.0,2812.0,2596.0,Toungup Township,94.2173080444336,18.851224899291974
3221,TaingKyoe(VT),2576.0,1244.0,1332.0,Gwa Township,94.4943084716797,17.8380651473999
3222,SatThwar(VT),3564.0,1739.0,1825.0,Gwa Township,94.50092061360677,17.781443277994764
3223,SarChet(VT),224.0,106.0,118.0,Gwa Township,94.5138168334961,17.7963905334473
3224,SinKu(VT),680.0,345.0,335.0,Gwa Township,94.54110209147137,17.7885665893555
3225,ShweUKwin(VT),1186.0,585.0,601.0,Gwa Township,94.57074356079099,17.75343990325925
3226,MaDawtKyaw(VT),588.0,302.0,286.0,Gwa Township,94.56643295288085,17.7293701171875
3227,KinPon(VT),1857.0,918.0,939.0,Gwa Township,94.5410842895508,17.741258144378648
3228,LaungKyoe(VT),1078.0,503.0,575.0,Gwa Township,94.5381774902344,17.7015705108643
3229,NyaungChaung(VT),987.0,485.0,502.0,Gwa Township,94.54906845092776,17.68072032928465
3230,ShweTwinTu(VT),693.0,333.0,360.0,Gwa Township,94.57406361897786,17.694023132324233
3231,TinTaw(VT),606.0,315.0,291.0,Gwa Township,94.5590629577637,17.65545558929445
3232,AhLelChaung(VT),825.0,433.0,392.0,Gwa Township,94.60061645507815,17.67791557312015
3233,YaHaingHpyar(VT),604.0,295.0,309.0,Gwa Township,94.6133575439453,17.659463246663435
3234,YaHaingKuToet(VT),5197.0,2608.0,2589.0,Gwa Township,94.59297688802083,17.63405863444012
3235,TaungPauk(VT),2305.0,1136.0,1169.0,Gwa Township,94.56028442382812,17.4970760345459
3236,ChaungTharGyi(VT),715.0,371.0,344.0,Gwa Township,94.61266072591145,17.521333694458033
3237,DaNi(VT),1710.0,903.0,807.0,Gwa Township,94.63313980102541,17.4801399230957
3238,ThaDun(VT),1474.0,727.0,747.0,Toungup Township,94.1563529968262,19.30810499191285
3239,ChetHpauk(VT),1787.0,883.0,904.0,Toungup Township,94.08105087280276,19.3369550704956
3240,KyaukWai(VT),2346.0,1169.0,1177.0,Toungup Township,94.10048217773435,19.27826004028318
3241,KyawKaing(VT),2724.0,1297.0,1427.0,Toungup Township,94.12977091471355,19.2419033050537
3242,LaMuMaw(VT),9128.0,4424.0,4704.0,Toungup Township,94.17059156629774,19.1831211513943
3243,PaDar(VT),4406.0,2181.0,2225.0,Toungup Township,94.1566162109375,19.171939849853516
3244,SarPyin(VT),7435.0,3663.0,3772.0,Toungup Township,94.18539089626738,19.105336295233837
3245,ZaNi(VT),2177.0,1082.0,1095.0,Toungup Township,94.1615249633789,19.069910049438477
3246,LetPan(VT),1888.0,933.0,955.0,Toungup Township,,
3247,SinTinGyiHpyu(VT),5104.0,2570.0,2534.0,Toungup Township,,
3248,ManPon(VT),2886.0,1514.0,1372.0,Momauk Township,97.32163429260254,24.242052078247074
3249,KyaukSaKhan(VT),486.0,252.0,234.0,Momauk Township,97.38517761230469,24.24276065826415
3250,KunBang(VT),251.0,128.0,123.0,Momauk Township,97.36631011962889,24.265602747599303
3251,JaHkanDat(VT),611.0,307.0,304.0,Momauk Township,97.37860870361327,24.312546412150066
3252,GweiKaHtaung(VT),158.0,99.0,59.0,Momauk Township,97.40680313110354,24.330174446106
3253,PrangHkuDong(VT),50.0,45.0,5.0,Momauk Township,97.53559984479632,24.349487577165856
3254,MyoThit(VT),2382.0,1155.0,1227.0,Momauk Township,97.40760040283203,24.380540211995434
3255,MinGyan(VT),2353.0,1056.0,1297.0,Momauk Township,97.39905166625975,24.4099750518799
3256,SiKaw(VT),1336.0,607.0,729.0,Momauk Township,97.3724555969238,24.39635467529295
3257,SiKaw(VT),1336.0,607.0,729.0,Mansi Township,97.0721130371094,23.8275108337402
3258,SiKaw(VT),1076.0,557.0,519.0,Momauk Township,97.3724555969238,24.39635467529295
3259,SiKaw(VT),1076.0,557.0,519.0,Mansi Township,97.0721130371094,23.8275108337402
3260,KhonSint(VT),1610.0,785.0,825.0,Momauk Township,97.32980728149414,24.38053464889525
3261,ManNawng(VT),3554.0,1732.0,1822.0,Momauk Township,97.34115982055665,24.42018032073975
3262,HninEi(VT),2010.0,988.0,1022.0,Momauk Township,97.31502532958984,24.466846466064435
3263,PanChoeHai(VT),1895.0,886.0,1009.0,Momauk Township,97.38342666625974,24.44711017608645
3264,MaKhwei(VT),1662.0,852.0,810.0,Momauk Township,97.34522501627606,24.487353642781567
3265,NawngKun(NawngKawn)(VT),1155.0,583.0,572.0,Momauk Township,97.3765068054199,24.474819183349652
3266,NawngKon(VT),1397.0,691.0,706.0,Momauk Township,97.35882314046222,24.513060251871735
3267,MaingKhat(VT),4322.0,2123.0,2199.0,Momauk Township,97.40842056274414,24.4361505508423
3268,TarLi(VT),1693.0,852.0,841.0,Momauk Township,97.4103126525879,24.474219799041748
3269,NumLang(VT),755.0,421.0,334.0,Momauk Township,97.4213333129883,24.4978809356689
3270,SingLun(VT),93.0,51.0,42.0,Momauk Township,97.4877624511719,24.2335147857666
3271,PanMu(VT),115.0,60.0,55.0,Momauk Township,97.52416229248045,24.2713756561279
3272,KonPyi(VT),47.0,22.0,25.0,Momauk Township,97.46095021565753,24.2750759124756
3273,NweKhway(VT),14159.0,6805.0,7354.0,Mingaladon Township,96.1426010131836,17.0320568084717
3274,KoneTaLaPaung(VT),22667.0,9977.0,12690.0,Mingaladon Township,96.1497116088867,17.0084495544434
3275,ShweNantThar(VT),39989.0,19371.0,20618.0,Mingaladon Township,96.1574172973633,16.991106669108067
3276,PyinMaPin(VT),14025.0,7042.0,6983.0,Mingaladon Township,96.129451751709,16.989850044250453
3277,ThinGanKyunGyi(VT),42350.0,19250.0,23100.0,Mingaladon Township,96.1511001586914,16.960000038147
3278,TatGyiKone(VT),14265.0,6802.0,7463.0,Hmawbi Township,96.059098815918,17.10458984374998
3279,HlaPaDar(VT),5032.0,2468.0,2564.0,Hmawbi Township,96.0042673746745,17.08483060201007
3280,Min(VT),4495.0,2259.0,2236.0,Hmawbi Township,96.00104522705081,17.06967582702638
3281,PetTan(VT),3165.0,1579.0,1586.0,Hmawbi Township,95.99730987548828,17.047873115539552
3282,ShweHlayGyi(VT),1426.0,701.0,725.0,Hmawbi Township,95.99124908447266,17.02680015563965
3283,PaThi(VT),1498.0,715.0,783.0,Hmawbi Township,95.97480773925784,17.03912963867186
3284,ChaungWa(VT),1353.0,686.0,667.0,Hmawbi Township,95.954870223999,17.0872325897217
3285,HmawBiChaungWa(VT),3429.0,1661.0,1768.0,Hmawbi Township,95.95701514350046,17.063193003336597
3286,HnawKone(VT),4107.0,1968.0,2139.0,Hmawbi Township,95.97346191406253,17.1009578704834
3287,BantBwayKone(VT),4685.0,2257.0,2428.0,Hmawbi Township,96.01948293050134,17.11175727844237
3288,HleNgokeChaung(VT),8297.0,4028.0,4269.0,Hmawbi Township,96.00139808654788,17.137687683105476
3289,HpuGyi(VT),8544.0,4374.0,4170.0,Hmawbi Township,95.99623362223308,17.2536201477051
3290,LetPanTanSu(VT),4367.0,2209.0,2158.0,Hmawbi Township,96.05381520589192,17.196496963500966
3291,WarPaTaw(VT),1850.0,918.0,932.0,Hmawbi Township,96.03941853841144,17.1946595509847
3292,WarNetChaungBuTar(VT),9031.0,4455.0,4576.0,Hmawbi Township,96.05746154785157,17.16767616271972
3293,AukWarNetChaung(VT),6820.0,3479.0,3341.0,Hmawbi Township,96.05687561035155,17.1396438598633
3294,InKyinKone(VT),3050.0,1475.0,1575.0,Hmawbi Township,96.02681223551433,17.1648031870524
3295,KuLarKone(UHtunHlaAhSu)(VT),7874.0,4372.0,3502.0,Hmawbi Township,95.9914016723633,17.1676902770996
3296,MyoChaung(VT),3853.0,1865.0,1988.0,Hmawbi Township,95.95659828186035,17.124024391174324
3297,KanKaLay(M)(VT),1790.0,908.0,882.0,Hmawbi Township,95.97475814819335,17.146946907043475
3298,MyaungTaKar(VT),13615.0,6732.0,6883.0,Hmawbi Township,95.95832443237305,17.18507003784175
3299,NyaungKone(VT),4588.0,2207.0,2381.0,Hmawbi Township,95.9587211608887,17.202340126037598
3300,MyitKyoe(VT),998.0,528.0,470.0,Hmawbi Township,95.9171257019043,17.213787078857425
3301,ShweMyaYarKone(VT),8260.0,4284.0,3976.0,Hmawbi Township,95.96473948160808,17.2228399912516
3302,PaukKone(VT),891.0,458.0,433.0,Hmawbi Township,96.03585052490234,17.06900024414065
3303,ThanDayPin(VT),23825.0,11379.0,12446.0,Hmawbi Township,96.11448974609375,17.07145881652834
3304,BwetGyi(VT),11727.0,5722.0,6005.0,Hmawbi Township,96.1362495422363,17.0625
3305,BoeDawNaKone(VT),5493.0,3090.0,2403.0,Hmawbi Township,96.0992940266927,17.1411336263021
3306,NyaungHnitPin(VT),7089.0,3598.0,3491.0,Hmawbi Township,96.13515853881835,17.108450889587402
3307,YoeGyi(VT),908.0,484.0,424.0,Hmawbi Township,96.0466995239258,17.0160999298096
3308,MoeKyoePyit(VT),927.0,457.0,470.0,Hmawbi Township,96.0319995880127,17.049847126007073
3309,YaePawTheit(VT),1898.0,955.0,943.0,Hmawbi Township,96.01859937395368,17.0337644304548
3310,YinTaikPin(VT),5612.0,2856.0,2756.0,Hmawbi Township,96.06895599365237,17.059087753295902
3311,TharYarKone(VT),1213.0,566.0,647.0,Hmawbi Township,96.06046295166016,17.04093551635745
3312,TharYarKone(VT),1213.0,566.0,647.0,Hlegu Township,96.19512939453125,17.09861946105955
3313,TharYarKone(VT),1213.0,566.0,647.0,Taikkyi Township,95.8336410522461,17.52274799346925
3314,TharYarKone(VT),4777.0,2353.0,2424.0,Hmawbi Township,96.06046295166016,17.04093551635745
3315,TharYarKone(VT),4777.0,2353.0,2424.0,Hlegu Township,96.19512939453125,17.09861946105955
3316,TharYarKone(VT),4777.0,2353.0,2424.0,Taikkyi Township,95.8336410522461,17.52274799346925
3317,TharYarKone(VT),799.0,391.0,408.0,Hmawbi Township,96.06046295166016,17.04093551635745
3318,TharYarKone(VT),799.0,391.0,408.0,Hlegu Township,96.19512939453125,17.09861946105955
3319,TharYarKone(VT),799.0,391.0,408.0,Taikkyi Township,95.8336410522461,17.52274799346925
3320,TheaKone(VT),1814.0,882.0,932.0,Hmawbi Township,96.07087326049805,17.028299331665
3321,LeikPokeTawYwarGyi(VT),4422.0,2245.0,2177.0,Hmawbi Township,96.0847473144531,17.0310707092285
3322,AhHtaYu(VT),1078.0,549.0,529.0,Hmawbi Township,96.1505279541016,17.0929298400879
3323,InHlyat(VT),4264.0,2195.0,2069.0,Hmawbi Township,96.06878989083427,17.08093861171177
3324,SatThwarTaw(VT),21094.0,10280.0,10814.0,Hmawbi Township,96.09307425362724,17.104884556361615
3325,HpaungGyi(East)(VT),13129.0,6516.0,6613.0,Hlegu Township,96.17413711547849,17.34062576293945
3326,HpaungGyi(West)(VT),7216.0,3546.0,3670.0,Hlegu Township,96.17686462402341,17.3221054077148
3327,PokeThinNyo(VT),2660.0,1422.0,1238.0,Hlegu Township,,
3328,GwayTaukAing(VT),4814.0,2532.0,2282.0,Hlegu Township,96.20202445983887,17.303890705108625
3329,KyunKaLay(VT),9411.0,4571.0,4840.0,Hlegu Township,96.19998168945315,17.0890598297119
3330,KyarInn(West)(VT),11402.0,5807.0,5595.0,Hlegu Township,96.14860229492187,17.18923416137696
3331,KaLiHtaw(West)(VT),2493.0,1255.0,1238.0,Hlegu Township,96.21438980102539,17.161966641743966
3332,KaLiHtaw(East)(VT),2725.0,1336.0,1389.0,Hlegu Township,96.23153877258298,17.1489553451538
3333,HaingKu(VT),9093.0,4475.0,4618.0,Hlegu Township,96.18958435058593,17.27062988281248
3334,SaKhanGyi(VT),2140.0,1109.0,1031.0,Hlegu Township,96.21590614318848,17.12328243255615
3335,OhnHneKone(VT),4620.0,2208.0,2412.0,Hlegu Township,96.2504997253418,17.106945037841797
3336,WarNetKone(VT),9683.0,5146.0,4537.0,Hlegu Township,96.26599121093749,17.13419832502091
3337,YeMun(VT),5013.0,2394.0,2619.0,Hlegu Township,96.29553604125975,17.135550498962402
3338,ZaYatKwin(VT),10439.0,4990.0,5449.0,Hlegu Township,96.3134307861328,17.1518802642822
3339,ThuNgeitChaung(VT),5351.0,2648.0,2703.0,Hlegu Township,96.32265853881836,17.15748977661135
3340,InnTaing(VT),10675.0,5316.0,5359.0,Hlegu Township,96.3227996826172,17.1152992248535
3341,AhLanGaPo(VT),4330.0,2147.0,2183.0,Hlegu Township,96.33863067626953,17.119503021240234
3342,SaingDiKone(VT),1434.0,716.0,718.0,Hlegu Township,96.3503036499023,17.1208000183105
3343,KyeeKanThaik(VT),457.0,231.0,226.0,Hlegu Township,96.3589019775391,17.1380996704102
3344,SarBuTaung(VT),13649.0,6913.0,6736.0,Hlegu Township,96.232668195452,17.23589542933873
3345,NanTi(VT),4643.0,2456.0,2187.0,Hlegu Township,96.20486958821617,17.2371431986491
3346,DarPein(South)(VT),11424.0,5383.0,6041.0,Hlegu Township,96.3642578125,17.02249431610105
3347,NyaungTaChan(VT),862.0,449.0,413.0,Hlegu Township,96.27922058105469,17.11125946044925
3348,KyunKone(VT),1851.0,921.0,930.0,Hlegu Township,96.2636032104492,17.0753002166748
3349,SarTaLin(VT),4550.0,2238.0,2312.0,Hlegu Township,96.2969627380371,17.0623207092285
3350,ShanTeGyi(Upper)(VT),3647.0,1754.0,1893.0,Hlegu Township,96.302978515625,17.0309200286865
3351,WarYonSun(VT),2330.0,1135.0,1195.0,Hlegu Township,96.34867477416994,17.076675097147618
3352,SweiLat(VT),366.0,192.0,174.0,Hlegu Township,96.3933029174805,17.1021995544434
3353,HpeKhaMe(VT),2091.0,1047.0,1044.0,Hlegu Township,96.38848876953125,17.073417186737075
3354,DarPein(North)(VT),3902.0,1893.0,2009.0,Hlegu Township,96.37275505065918,17.041134834289576
3355,MaAu(VT),3323.0,1690.0,1633.0,Hlegu Township,96.37264251708984,16.977705001831048
3356,TaKhunTaing(Insein)(VT),3934.0,1974.0,1960.0,Hlegu Township,,
3357,BarLarTaDarGyi(VT),3222.0,1583.0,1639.0,Hlegu Township,96.1800003051758,16.989200592041
3358,SinHpon(VT),2911.0,1436.0,1475.0,Hlegu Township,96.19945144653326,16.95514488220215
3359,SitPin(North)(VT),776.0,370.0,406.0,Hlegu Township,96.2317199707031,16.9588499069214
3360,MaLit(West)(VT),2603.0,1265.0,1338.0,Hlegu Township,96.2431030273438,16.9899997711182
3361,ZeePinWea(VT),1719.0,910.0,809.0,Hlegu Township,96.22735595703124,17.079603195190433
3362,MokeSoeNyaungPin(VT),2201.0,1060.0,1141.0,Hlegu Township,96.24848429361981,17.0603535970052
3363,LetPan(VT),853.0,425.0,428.0,Hlegu Township,96.2547187805176,17.0567502975464
3364,PaikGyiWea(VT),2170.0,1053.0,1117.0,Hlegu Township,96.2352981567383,17.0821990966797
