Longitude,Latitude,Ward/VillageTract,total_population,male_population,female_population,Township
96.213226,16.912805,No(8)(W),14026,6681,7345,Dagon Myothit (East) Township
96.162395,16.83601,No(8)(W),3568,1460,2108,Yankin Township
96.179859,16.846249,No(8)(W),3568,1460,2108,South Okkalapa Township
96.202959,16.793009,No(8)(W),3568,1460,2108,Thaketa Township
96.174392,16.779648,No(8)(W),3568,1460,2108,Pazundaung Township
96.169709,16.771967,No(8)(W),3568,1460,2108,Botahtaung Township
96.213226,16.912805,No(8)(W),3568,1460,2108,Dagon Myothit (East) Township
96.162395,16.83601,No(8)(W),3949,1701,2248,Yankin Township
96.179859,16.846249,No(8)(W),3949,1701,2248,South Okkalapa Township
96.202959,16.793009,No(8)(W),3949,1701,2248,Thaketa Township
96.174392,16.779648,No(8)(W),3949,1701,2248,Pazundaung Township
96.169709,16.771967,No(8)(W),3949,1701,2248,Botahtaung Township
96.213226,16.912805,No(8)(W),3949,1701,2248,Dagon Myothit (East) Township
96.162395,16.83601,No(8)(W),10920,5138,5782,Yankin Township
96.179859,16.846249,No(8)(W),10920,5138,5782,South Okkalapa Township
96.202959,16.793009,No(8)(W),10920,5138,5782,Thaketa Township
96.174392,16.779648,No(8)(W),10920,5138,5782,Pazundaung Township
96.169709,16.771967,No(8)(W),10920,5138,5782,Botahtaung Township
96.213226,16.912805,No(8)(W),10920,5138,5782,Dagon Myothit (East) Township
96.162395,16.83601,No(9)(W),3564,1632,1932,Yankin Township
96.179859,16.846249,No(9)(W),3564,1632,1932,South Okkalapa Township
96.202959,16.793009,No(9)(W),3564,1632,1932,Thaketa Township
96.174392,16.779648,No(9)(W),3564,1632,1932,Pazundaung Township
96.169709,16.771967,No(9)(W),3564,1632,1932,Botahtaung Township
96.213226,16.912805,No(9)(W),3564,1632,1932,Dagon Myothit (East) Township
96.162395,16.83601,No(9)(W),9919,4382,5537,Yankin Township
96.179859,16.846249,No(9)(W),9919,4382,5537,South Okkalapa Township
96.202959,16.793009,No(9)(W),9919,4382,5537,Thaketa Township
96.174392,16.779648,No(9)(W),9919,4382,5537,Pazundaung Township
96.169709,16.771967,No(9)(W),9919,4382,5537,Botahtaung Township
96.213226,16.912805,No(9)(W),9919,4382,5537,Dagon Myothit (East) Township
96.162395,16.83601,No(9)(W),10293,5167,5126,Yankin Township
96.179859,16.846249,No(9)(W),10293,5167,5126,South Okkalapa Township
96.202959,16.793009,No(9)(W),10293,5167,5126,Thaketa Township
96.174392,16.779648,No(9)(W),10293,5167,5126,Pazundaung Township
96.169709,16.771967,No(9)(W),10293,5167,5126,Botahtaung Township
96.213226,16.912805,No(9)(W),10293,5167,5126,Dagon Myothit (East) Township
96.162395,16.83601,No(9)(W),4800,2022,2778,Yankin Township
96.179859,16.846249,No(9)(W),4800,2022,2778,South Okkalapa Township
96.202959,16.793009,No(9)(W),4800,2022,2778,Thaketa Township
96.174392,16.779648,No(9)(W),4800,2022,2778,Pazundaung Township
96.169709,16.771967,No(9)(W),4800,2022,2778,Botahtaung Township
96.213226,16.912805,No(9)(W),4800,2022,2778,Dagon Myothit (East) Township
96.162395,16.83601,No(9)(W),2866,1327,1539,Yankin Township
96.179859,16.846249,No(9)(W),2866,1327,1539,South Okkalapa Township
96.202959,16.793009,No(9)(W),2866,1327,1539,Thaketa Township
96.174392,16.779648,No(9)(W),2866,1327,1539,Pazundaung Township
96.169709,16.771967,No(9)(W),2866,1327,1539,Botahtaung Township
96.213226,16.912805,No(9)(W),2866,1327,1539,Dagon Myothit (East) Township
96.162395,16.83601,No(9)(W),3659,1639,2020,Yankin Township
96.179859,16.846249,No(9)(W),3659,1639,2020,South Okkalapa Township
96.202959,16.793009,No(9)(W),3659,1639,2020,Thaketa Township
96.174392,16.779648,No(9)(W),3659,1639,2020,Pazundaung Township
96.169709,16.771967,No(9)(W),3659,1639,2020,Botahtaung Township
96.213226,16.912805,No(9)(W),3659,1639,2020,Dagon Myothit (East) Township
96.162395,16.83601,No(11)(W),8651,4411,4240,Yankin Township
96.179859,16.846249,No(11)(W),8651,4411,4240,South Okkalapa Township
96.213226,16.912805,No(11)(W),8651,4411,4240,Dagon Myothit (East) Township
96.162395,16.83601,No(11)(W),7242,3320,3922,Yankin Township
96.179859,16.846249,No(11)(W),7242,3320,3922,South Okkalapa Township
96.213226,16.912805,No(11)(W),7242,3320,3922,Dagon Myothit (East) Township
96.162395,16.83601,No(11)(W),5299,2538,2761,Yankin Township
96.179859,16.846249,No(11)(W),5299,2538,2761,South Okkalapa Township
96.213226,16.912805,No(11)(W),5299,2538,2761,Dagon Myothit (East) Township
96.162395,16.83601,No(12)(W),10897,5039,5858,Yankin Township
96.179859,16.846249,No(12)(W),10897,5039,5858,South Okkalapa Township
96.213226,16.912805,No(12)(W),10897,5039,5858,Dagon Myothit (East) Township
96.162395,16.83601,No(12)(W),13459,6289,7170,Yankin Township
96.179859,16.846249,No(12)(W),13459,6289,7170,South Okkalapa Township
96.213226,16.912805,No(12)(W),13459,6289,7170,Dagon Myothit (East) Township
96.162395,16.83601,No(12)(W),9379,4633,4746,Yankin Township
96.179859,16.846249,No(12)(W),9379,4633,4746,South Okkalapa Township
96.213226,16.912805,No(12)(W),9379,4633,4746,Dagon Myothit (East) Township
96.162395,16.83601,No(13)(W),5707,2718,2989,Yankin Township
96.179859,16.846249,No(13)(W),5707,2718,2989,South Okkalapa Township
96.213226,16.912805,No(13)(W),5707,2718,2989,Dagon Myothit (East) Township
96.162395,16.83601,No(13)(W),17901,8178,9723,Yankin Township
96.179859,16.846249,No(13)(W),17901,8178,9723,South Okkalapa Township
96.213226,16.912805,No(13)(W),17901,8178,9723,Dagon Myothit (East) Township
96.162395,16.83601,No(13)(W),8227,4086,4141,Yankin Township
96.179859,16.846249,No(13)(W),8227,4086,4141,South Okkalapa Township
96.213226,16.912805,No(13)(W),8227,4086,4141,Dagon Myothit (East) Township
96.162395,16.83601,No(14)(W),4098,2168,1930,Yankin Township
96.179859,16.846249,No(14)(W),4098,2168,1930,South Okkalapa Township
96.213226,16.912805,No(14)(W),4098,2168,1930,Dagon Myothit (East) Township
96.162395,16.83601,No(14)(W),23516,10889,12627,Yankin Township
96.179859,16.846249,No(14)(W),23516,10889,12627,South Okkalapa Township
96.213226,16.912805,No(14)(W),23516,10889,12627,Dagon Myothit (East) Township
96.162395,16.83601,No(14)(W),3222,1706,1516,Yankin Township
96.179859,16.846249,No(14)(W),3222,1706,1516,South Okkalapa Township
96.213226,16.912805,No(14)(W),3222,1706,1516,Dagon Myothit (East) Township
96.162395,16.83601,No(15)(W),3017,1370,1647,Yankin Township
96.179859,16.846249,No(15)(W),3017,1370,1647,South Okkalapa Township
96.213226,16.912805,No(15)(W),3017,1370,1647,Dagon Myothit (East) Township
96.162395,16.83601,No(15)(W),8476,4437,4039,Yankin Township
96.179859,16.846249,No(15)(W),8476,4437,4039,South Okkalapa Township
96.213226,16.912805,No(15)(W),8476,4437,4039,Dagon Myothit (East) Township
96.162395,16.83601,No(15)(W),4216,2096,2120,Yankin Township
96.179859,16.846249,No(15)(W),4216,2096,2120,South Okkalapa Township
96.213226,16.912805,No(15)(W),4216,2096,2120,Dagon Myothit (East) Township
96.162395,16.83601,No(16)(W),7082,3261,3821,Yankin Township
96.190786,16.877738,No(16)(W),7082,3261,3821,Dagon Myothit (North) Township
96.179859,16.846249,No(10)(W),13147,6006,7141,South Okkalapa Township
96.174392,16.779648,No(10)(W),13147,6006,7141,Pazundaung Township
96.169709,16.771967,No(10)(W),13147,6006,7141,Botahtaung Township
96.213226,16.912805,No(10)(W),13147,6006,7141,Dagon Myothit (East) Township
96.179859,16.846249,No(10)(W),4293,2058,2235,South Okkalapa Township
96.174392,16.779648,No(10)(W),4293,2058,2235,Pazundaung Township
96.169709,16.771967,No(10)(W),4293,2058,2235,Botahtaung Township
96.213226,16.912805,No(10)(W),4293,2058,2235,Dagon Myothit (East) Township
96.179859,16.846249,No(10)(W),7362,3503,3859,South Okkalapa Township
96.174392,16.779648,No(10)(W),7362,3503,3859,Pazundaung Township
96.169709,16.771967,No(10)(W),7362,3503,3859,Botahtaung Township
96.213226,16.912805,No(10)(W),7362,3503,3859,Dagon Myothit (East) Township
96.179859,16.846249,No(10)(W),1287,623,664,South Okkalapa Township
96.174392,16.779648,No(10)(W),1287,623,664,Pazundaung Township
96.169709,16.771967,No(10)(W),1287,623,664,Botahtaung Township
96.213226,16.912805,No(10)(W),1287,623,664,Dagon Myothit (East) Township
97.293106,24.119621,MawYaWaDi(W),1713,846,867,Mansi Township
97.293106,24.119621,JeinHpawtMyay(W),1154,564,590,Mansi Township
97.293106,24.119621,PyinOoLwin(W),1161,561,600,Mansi Township
97.293106,24.119621,KawngYar(W),4118,2116,2002,Mansi Township
97.44281,25.35099,No(4)(W),4415,2238,2177,Waingmaw Township
97.87883,25.380484,No(4)(W),4415,2238,2177,Waingmaw Township
97.726713,25.829906,No(4)(W),4415,2238,2177,Injangyang Township
96.2094,26.69478,No(4)(W),4415,2238,2177,Tanai Township
97.44281,25.35099,No(4)(W),255,133,122,Waingmaw Township
97.87883,25.380484,No(4)(W),255,133,122,Waingmaw Township
97.726713,25.829906,No(4)(W),255,133,122,Injangyang Township
96.2094,26.69478,No(4)(W),255,133,122,Tanai Township
97.44281,25.35099,No(4)(W),615,287,328,Waingmaw Township
97.87883,25.380484,No(4)(W),615,287,328,Waingmaw Township
97.726713,25.829906,No(4)(W),615,287,328,Injangyang Township
96.2094,26.69478,No(4)(W),615,287,328,Tanai Township
97.44281,25.35099,No(4)(W),321,187,134,Waingmaw Township
97.87883,25.380484,No(4)(W),321,187,134,Waingmaw Township
97.726713,25.829906,No(4)(W),321,187,134,Injangyang Township
96.2094,26.69478,No(4)(W),321,187,134,Tanai Township
97.44281,25.35099,No(5)(W),2142,1103,1039,Waingmaw Township
97.87883,25.380484,No(5)(W),2142,1103,1039,Waingmaw Township
97.44281,25.35099,No(5)(W),581,300,281,Waingmaw Township
97.87883,25.380484,No(5)(W),581,300,281,Waingmaw Township
96.19323,16.831011,(Ka)(W),11248,5272,5976,Thingangyun Township
96.163028,16.918775,(Ka)(W),11248,5272,5976,North Okkalapa Township
96.19323,16.831011,(Kha)(W),8329,3865,4464,Thingangyun Township
96.163028,16.918775,(Kha)(W),8329,3865,4464,North Okkalapa Township
96.19323,16.831011,(Ga)(W),7139,3267,3872,Thingangyun Township
96.163028,16.918775,(Ga)(W),7139,3267,3872,North Okkalapa Township
96.19323,16.831011,(GaGyi)(W),9211,4279,4932,Thingangyun Township
96.163028,16.918775,(GaGyi)(W),9211,4279,4932,North Okkalapa Township
96.163028,16.918775,(Nga)(W),20767,9931,10836,North Okkalapa Township
96.163028,16.918775,(Sa)(W),9346,4446,4900,North Okkalapa Township
96.163028,16.918775,(Saa)(W),13213,6080,7133,North Okkalapa Township
96.163028,16.918775,(Za)(W),9650,4445,5205,North Okkalapa Township
96.163028,16.918775,(ZaMyinZwe)(W),15039,7465,7574,North Okkalapa Township
96.163028,16.918775,(Nya)(W),22347,10615,11732,North Okkalapa Township
96.163028,16.918775,(TaTaLinCheik)(W),17746,8425,9321,North Okkalapa Township
96.163028,16.918775,(HtaWonBei)(W),48446,23005,25441,North Okkalapa Township
96.163028,16.918775,KyaukYaeTwin(W),9154,4445,4709,North Okkalapa Township
96.163028,16.918775,PaYwetSeikKone(W),3592,1867,1725,North Okkalapa Township
96.163028,16.918775,WayBarGiMyoThit(W),16086,7491,8595,North Okkalapa Township
96.163028,16.918775,ShwePaukKanMyoThit(W),66531,29749,36782,North Okkalapa Township
96.202959,16.793009,SetHmuLetHmu(W),5751,3225,2526,Thaketa Township
96.202959,16.793009,No(1)AhNawMar(W),18176,8505,9671,Thaketa Township
96.202959,16.793009,No(1)HtuParYon(W),11887,5461,6426,Thaketa Township
96.202959,16.793009,No(3)YanPyay(W),14194,6695,7499,Thaketa Township
96.202959,16.793009,No(3)ManPyay(W),10247,4692,5555,Thaketa Township
96.202959,16.793009,ShuKhinThar(W),8112,4557,3555,Thaketa Township
96.18435,16.781917,NweAye(W),18257,9153,9104,Dawbon Township
96.18435,16.781917,BamarAye(W),5420,2591,2829,Dawbon Township
96.18435,16.781917,BoHtunZan(W),8621,4328,4293,Dawbon Township
96.18435,16.781917,KyiSu(W),5703,2761,2942,Dawbon Township
96.18435,16.781917,SaySat(W),3022,1488,1534,Dawbon Township
96.18435,16.781917,MyoThit(W),2660,1276,1384,Dawbon Township
96.18435,16.781917,PaTheinMyay(W),2099,979,1120,Dawbon Township
96.18435,16.781917,WarSo(W),2913,1437,1476,Dawbon Township
96.18435,16.781917,AungChanThar(W),1548,727,821,Dawbon Township
96.18435,16.781917,LaMuTan(W),1609,786,823,Dawbon Township
96.18435,16.781917,YaMonNar(2)(W),7689,3634,4055,Dawbon Township
96.18435,16.781917,YaMonNar(1)(W),5186,2474,2712,Dawbon Township
96.18435,16.781917,ZayYarThiri(W),3693,1728,1965,Dawbon Township
96.18435,16.781917,ThinBawKyin(W),6905,3383,3522,Dawbon Township
96.17646,16.810182,MaAuKone(W),12977,5949,7028,Tamwe Township
96.17646,16.810182,PonNarKone(W),4164,2004,2160,Tamwe Township
96.17646,16.810182,AhYoeKone(W),8504,3831,4673,Tamwe Township
96.17646,16.810182,PyarYayKone(W),2861,1238,1623,Tamwe Township
96.17646,16.810182,NatMauk(W),3818,1946,1872,Tamwe Township
96.17646,16.810182,BoLeinAungMinGaLar(W),4970,2345,2625,Tamwe Township
96.17646,16.810182,KyaukMyaungGyi(W),13051,5545,7506,Tamwe Township
96.17646,16.810182,KyaukMyaungAhHtet(W),4239,1775,2464,Tamwe Township
96.17646,16.810182,KyaukMyaung(East)(W),6350,2700,3650,Tamwe Township
96.17646,16.810182,PaTheinNyunt(W),9264,3993,5271,Tamwe Township
96.167859,16.788908,PaTheinNyunt(W),9264,3993,5271,Mingalartaungnyunt Township
96.17646,16.810182,PaTheinNyunt(W),5035,2453,2582,Tamwe Township
96.167859,16.788908,PaTheinNyunt(W),5035,2453,2582,Mingalartaungnyunt Township
96.17646,16.810182,KyarKwetThit(W),10016,4285,5731,Tamwe Township
96.17646,16.810182,ByaingYayOeZinKwetThit(W),4552,2030,2522,Tamwe Township
96.17646,16.810182,ByaingYayOeZinYwarMa(W),6866,2868,3998,Tamwe Township
96.17646,16.810182,MaHlwaKoneHtayKywe(Ka)(W),10018,4512,5506,Tamwe Township
96.17646,16.810182,NatChaung(W),5166,2527,2639,Tamwe Township
96.17646,16.810182,TarMwayGyi(Ka+Ga)(W),14123,6331,7792,Tamwe Township
96.17646,16.810182,TarMwayGyi(Kha)(W),15941,7323,8618,Tamwe Township
96.17646,16.810182,MyitTarNyunt(W),21508,9992,11516,Tamwe Township
96.225818,16.840155,No(18)(W),18440,8722,9718,Dagon Myothit (South) Township
96.225818,16.840155,No(19)(W),16777,7820,8957,Dagon Myothit (South) Township
96.225818,16.840155,No(20)(W),17026,8323,8703,Dagon Myothit (South) Township
96.225818,16.840155,No(21)(W),15872,7775,8097,Dagon Myothit (South) Township
96.225818,16.840155,No(22)(W),17968,8809,9159,Dagon Myothit (South) Township
96.225818,16.840155,No(23)(W),10882,5733,5149,Dagon Myothit (South) Township
96.225818,16.840155,No(24)(W),9211,4379,4832,Dagon Myothit (South) Township
96.225818,16.840155,No(25)(W),7765,3643,4122,Dagon Myothit (South) Township
96.225818,16.840155,No(26)(W),13058,6443,6615,Dagon Myothit (South) Township
96.225818,16.840155,No(53)(W),12281,5765,6516,Dagon Myothit (South) Township
96.225818,16.840155,No(54)(W),16240,7919,8321,Dagon Myothit (South) Township
96.225818,16.840155,No(55)(W),16314,7866,8448,Dagon Myothit (South) Township
96.225818,16.840155,No(56)(W),15868,7606,8262,Dagon Myothit (South) Township
96.225818,16.840155,No(57)(W),5844,2790,3054,Dagon Myothit (South) Township
96.225818,16.840155,No(63)(W),4319,2587,1732,Dagon Myothit (South) Township
96.225818,16.840155,No(64)(W),4655,2507,2148,Dagon Myothit (South) Township
96.225818,16.840155,No(65)(W),18549,9020,9529,Dagon Myothit (South) Township
96.225818,16.840155,No(70)(W),18275,8728,9547,Dagon Myothit (South) Township
96.225818,16.840155,No(71)(W),15481,7326,8155,Dagon Myothit (South) Township
96.225818,16.840155,No(72)(W),11057,5331,5726,Dagon Myothit (South) Township
96.225818,16.840155,No(104)(W),14936,7260,7676,Dagon Myothit (South) Township
96.225818,16.840155,No(105)(W),8393,4110,4283,Dagon Myothit (South) Township
96.225818,16.840155,No(106)(W),11374,5579,5795,Dagon Myothit (South) Township
96.225818,16.840155,No(107)(W),17361,8548,8813,Dagon Myothit (South) Township
96.225818,16.840155,No(140)(W),9057,4515,4542,Dagon Myothit (South) Township
96.225818,16.840155,KyiSu(West)(W),3150,1559,1591,Dagon Myothit (South) Township
96.213226,16.912805,No(52)(W),3435,1696,1739,Dagon Myothit (East) Township
96.213226,16.912805,No(108)(W),4272,2152,2120,Dagon Myothit (East) Township
96.213226,16.912805,No(110)(W),1942,623,1319,Dagon Myothit (East) Township
96.213226,16.912805,No(118)(W),6158,2873,3285,Dagon Myothit (East) Township
96.213226,16.912805,No(124)(W),2371,1161,1210,Dagon Myothit (East) Township
96.213226,16.912805,No(125)(W),8544,4310,4234,Dagon Myothit (East) Township
96.213226,16.912805,SitPin(South)(W),2267,1154,1113,Dagon Myothit (East) Township
96.213226,16.912805,TaungTaLoke(W),2699,1502,1197,Dagon Myothit (East) Township
96.213226,16.912805,YwarTharGyi(AhSheyPaing)(W),6726,3345,3381,Dagon Myothit (East) Township
96.213226,16.912805,No(133)(W),11549,5623,5926,Dagon Myothit (East) Township
96.213226,16.912805,No(155)(W),3415,1662,1753,Dagon Myothit (East) Township
96.213226,16.912805,No(156)(W),5132,2522,2610,Dagon Myothit (East) Township
96.272564,16.840488,No(58)(W),2735,1427,1308,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(59)(W),277,146,131,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(60)(W),5187,2597,2590,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(61)(W),1295,941,354,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(67)(W),11834,6266,5568,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(68)(W),3650,1813,1837,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(69)(W),9689,4787,4902,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(73)(W),672,317,355,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(75)(W),498,244,254,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(76)(W),51,25,26,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(77)(W),584,311,273,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(78)(W),1527,856,671,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(79)(W),2089,1037,1052,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(80)(W),906,441,465,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(81)(W),1538,749,789,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(82)(W),872,447,425,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(83)(W),279,148,131,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(84)(W),283,138,145,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(85)(W),561,299,262,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(86)(W),633,333,300,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(87)(W),7641,3710,3931,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(88)(W),15382,7316,8066,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(89)(W),8926,4281,4645,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(90)(W),5301,2632,2669,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(91)(W),2407,1212,1195,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(92)(W),5989,2419,3570,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(93)(W),11774,6004,5770,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(94)(W),32157,15170,16987,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(98)(W),5470,3031,2439,Dagon Myothit (Seikkan) Township
96.272564,16.840488,No(168)(W),9869,4809,5060,Dagon Myothit (Seikkan) Township
96.167859,16.788908,UYin(W),1216,626,590,Mingalartaungnyunt Township
96.167859,16.788908,SanPyaHpaSaPaLa(W),7666,3527,4139,Mingalartaungnyunt Township
96.167859,16.788908,KanTawKaLay(North)(W),5392,2681,2711,Mingalartaungnyunt Township
96.167859,16.788908,KanTawKaLay(West)(W),8610,3890,4720,Mingalartaungnyunt Township
96.167859,16.788908,KanTawKaLay(East)(W),7677,3300,4377,Mingalartaungnyunt Township
96.167859,16.788908,KanTawKaLay(South)(W),10684,4908,5776,Mingalartaungnyunt Township
96.167859,16.788908,TheinHpyuMeeYaHtar(W),5544,2868,2676,Mingalartaungnyunt Township
96.167859,16.788908,LutLatYay(W),4038,1911,2127,Mingalartaungnyunt Township
96.167859,16.788908,HpoetMyay(W),6886,3161,3725,Mingalartaungnyunt Township
96.167859,16.788908,TaungNyuntMeeYaHtar(W),3251,1578,1673,Mingalartaungnyunt Township
96.167859,16.788908,MinGaLarTaungNyunt(W),10095,4831,5264,Mingalartaungnyunt Township
96.167859,16.788908,KyeeTaw(W),4869,2204,2665,Mingalartaungnyunt Township
96.167859,16.788908,TaungLonePyan(W),3663,1643,2020,Mingalartaungnyunt Township
96.167859,16.788908,YaeTwinKone(W),12102,5612,6490,Mingalartaungnyunt Township
96.167859,16.788908,ThePyayKone(W),15708,7453,8255,Mingalartaungnyunt Township
96.167859,16.788908,TharYarKone(W),6538,3015,3523,Mingalartaungnyunt Township
96.167859,16.788908,SatSan(W),5033,2579,2454,Mingalartaungnyunt Township
96.167859,16.788908,KuToetSeik(W),4166,2195,1971,Mingalartaungnyunt Township
96.251837,16.763776,MyoHaung(West)(W),6082,3340,2742,Thanlyin Township
96.251837,16.763776,MyoHaung(Middle)(W),4098,2119,1979,Thanlyin Township
96.251837,16.763776,MyoHaung(East)(W),12914,6112,6802,Thanlyin Township
96.251837,16.763776,ThaukTawKwin(W),5449,2575,2874,Thanlyin Township
96.251837,16.763776,OkeHpoSu(W),5657,2683,2974,Thanlyin Township
96.251837,16.763776,AhMhuHtan(W),12009,5701,6308,Thanlyin Township
96.251837,16.763776,BagoSu(W),5315,2460,2855,Thanlyin Township
96.251837,16.763776,HtanPinKone(W),3318,1479,1839,Thanlyin Township
96.251837,16.763776,MyoThit(East)(W),1381,691,690,Thanlyin Township
96.251837,16.763776,MyoThit(Middle)(W),860,480,380,Thanlyin Township
96.251837,16.763776,MyoThit(West)(W),579,283,296,Thanlyin Township
96.251837,16.763776,MyoMa(South)(W),5244,2333,2911,Thanlyin Township
96.251837,16.763776,MyoMa(North)(W),1287,586,701,Thanlyin Township
96.251837,16.763776,AungMinGaLar(W),2299,1030,1269,Thanlyin Township
96.143,16.75855,AungMinGaLar(W),2299,1030,1269,Dala Township
96.251837,16.763776,AungMinGaLar(W),3025,1436,1589,Thanlyin Township
96.143,16.75855,AungMinGaLar(W),3025,1436,1589,Dala Township
96.251837,16.763776,DahrGar(W),6714,3235,3479,Thanlyin Township
96.251837,16.763776,YaeNan(W),2456,1185,1271,Thanlyin Township
96.251837,16.763776,AungChanThar(W),10403,4818,5585,Thanlyin Township
96.323509,16.63393,AhSheyPaing(W),3013,1483,1530,Kyauktan Township
96.323509,16.63393,AhLelPaing(W),1451,675,776,Kyauktan Township
96.323509,16.63393,AhNaukPaing(W),4947,2271,2676,Kyauktan Township
96.323509,16.63393,SinKan(W),6962,3252,3710,Kyauktan Township
96.323509,16.63393,ShweKone(W),9489,4383,5106,Kyauktan Township
96.323509,16.63393,SanCheinHmi(W),7223,3374,3849,Kyauktan Township
96.323509,16.63393,ThiTarMyaing(W),3809,1942,1867,Kyauktan Township
96.323509,16.63393,ShwePyiTharYar(W),3716,1885,1831,Kyauktan Township
96.323509,16.63393,AyeMyaThiDar(W),2168,1276,892,Kyauktan Township
96.53949,16.647884,No(1)(W),4155,1937,2218,Kyauktan Township
96.52309,16.758602,No(1)(W),4155,1937,2218,Thongwa Township
96.560497,16.905443,No(1)(W),4155,1937,2218,Kayan Township
93.376261,14.122729,No(1)(W),4155,1937,2218,Cocokyun Township
96.53949,16.647884,No(1)(W),2233,999,1234,Kyauktan Township
96.52309,16.758602,No(1)(W),2233,999,1234,Thongwa Township
96.560497,16.905443,No(1)(W),2233,999,1234,Kayan Township
93.376261,14.122729,No(1)(W),2233,999,1234,Cocokyun Township
96.53949,16.647884,No(1)(W),1552,1093,459,Kyauktan Township
96.52309,16.758602,No(1)(W),1552,1093,459,Thongwa Township
96.560497,16.905443,No(1)(W),1552,1093,459,Kayan Township
93.376261,14.122729,No(1)(W),1552,1093,459,Cocokyun Township
96.53949,16.647884,No(1)(W),2009,986,1023,Kyauktan Township
96.52309,16.758602,No(1)(W),2009,986,1023,Thongwa Township
96.560497,16.905443,No(1)(W),2009,986,1023,Kayan Township
93.376261,14.122729,No(1)(W),2009,986,1023,Cocokyun Township
96.53949,16.647884,No(2)(W),2950,1388,1562,Kyauktan Township
96.52309,16.758602,No(2)(W),2950,1388,1562,Thongwa Township
96.560497,16.905443,No(2)(W),2950,1388,1562,Kayan Township
93.376261,14.122729,No(2)(W),2950,1388,1562,Cocokyun Township
96.53949,16.647884,No(2)(W),2387,1120,1267,Kyauktan Township
96.52309,16.758602,No(2)(W),2387,1120,1267,Thongwa Township
96.560497,16.905443,No(2)(W),2387,1120,1267,Kayan Township
93.376261,14.122729,No(2)(W),2387,1120,1267,Cocokyun Township
96.53949,16.647884,No(2)(W),388,201,187,Kyauktan Township
96.52309,16.758602,No(2)(W),388,201,187,Thongwa Township
96.560497,16.905443,No(2)(W),388,201,187,Kayan Township
93.376261,14.122729,No(2)(W),388,201,187,Cocokyun Township
96.53949,16.647884,No(2)(W),2813,1340,1473,Kyauktan Township
96.52309,16.758602,No(2)(W),2813,1340,1473,Thongwa Township
96.560497,16.905443,No(2)(W),2813,1340,1473,Kayan Township
93.376261,14.122729,No(2)(W),2813,1340,1473,Cocokyun Township
96.53949,16.647884,No(3)(W),2721,1301,1420,Kyauktan Township
96.52309,16.758602,No(3)(W),2721,1301,1420,Thongwa Township
96.560497,16.905443,No(3)(W),2721,1301,1420,Kayan Township
96.53949,16.647884,No(3)(W),5358,2499,2859,Kyauktan Township
96.52309,16.758602,No(3)(W),5358,2499,2859,Thongwa Township
96.560497,16.905443,No(3)(W),5358,2499,2859,Kayan Township
96.53949,16.647884,No(3)(W),1790,880,910,Kyauktan Township
96.52309,16.758602,No(3)(W),1790,880,910,Thongwa Township
96.560497,16.905443,No(3)(W),1790,880,910,Kayan Township
96.53949,16.647884,No(4)(W),1325,584,741,Kyauktan Township
96.52309,16.758602,No(4)(W),1325,584,741,Thongwa Township
96.560497,16.905443,No(4)(W),1325,584,741,Kayan Township
96.53949,16.647884,No(4)(W),692,302,390,Kyauktan Township
96.52309,16.758602,No(4)(W),692,302,390,Thongwa Township
96.560497,16.905443,No(4)(W),692,302,390,Kayan Township
96.53949,16.647884,No(4)(W),2222,1096,1126,Kyauktan Township
96.52309,16.758602,No(4)(W),2222,1096,1126,Thongwa Township
96.560497,16.905443,No(4)(W),2222,1096,1126,Kayan Township
96.52309,16.758602,No(5)(W),2207,1060,1147,Thongwa Township
96.560497,16.905443,No(5)(W),2207,1060,1147,Kayan Township
96.52309,16.758602,No(5)(W),2274,1129,1145,Thongwa Township
96.560497,16.905443,No(5)(W),2274,1129,1145,Kayan Township
