Longitude,Latitude,Ward/VillageTract,total_population,male_population,female_population,Township
96.52309,16.758602,No(6)(W),704,298,406,Thongwa Township
96.560497,16.905443,No(6)(W),704,298,406,Kayan Township
96.143,16.75855,No(6)(W),704,298,406,Dala Township
96.52309,16.758602,No(6)(W),1801,821,980,Thongwa Township
96.560497,16.905443,No(6)(W),1801,821,980,Kayan Township
96.143,16.75855,No(6)(W),1801,821,980,Dala Township
96.52309,16.758602,No(6)(W),2139,1044,1095,Thongwa Township
96.560497,16.905443,No(6)(W),2139,1044,1095,Kayan Township
96.143,16.75855,No(6)(W),2139,1044,1095,Dala Township
96.52309,16.758602,No(7)(W),2218,1029,1189,Thongwa Township
96.560497,16.905443,No(7)(W),2218,1029,1189,Kayan Township
96.52309,16.758602,No(7)(W),4081,1897,2184,Thongwa Township
96.560497,16.905443,No(7)(W),4081,1897,2184,Kayan Township
96.52309,16.758602,No(8)(W),1051,538,513,Thongwa Township
96.560497,16.905443,No(8)(W),1051,538,513,Kayan Township
96.52309,16.758602,No(8)(W),1761,814,947,Thongwa Township
96.560497,16.905443,No(8)(W),1761,814,947,Kayan Township
96.52309,16.758602,No(9)(W),7423,3526,3897,Thongwa Township
96.560497,16.905443,No(9)(W),7423,3526,3897,Kayan Township
96.52309,16.758602,No(9)(W),3207,1544,1663,Thongwa Township
96.560497,16.905443,No(9)(W),3207,1544,1663,Kayan Township
96.52309,16.758602,No(10)(W),1213,578,635,Thongwa Township
96.560497,16.905443,No(10)(W),1213,578,635,Kayan Township
96.52309,16.758602,No(10)(W),1769,853,916,Thongwa Township
96.560497,16.905443,No(10)(W),1769,853,916,Kayan Township
96.52309,16.758602,No(11)(W),744,353,391,Thongwa Township
96.560497,16.905443,No(11)(W),744,353,391,Kayan Township
96.52309,16.758602,No(11)(W),3275,1512,1763,Thongwa Township
96.560497,16.905443,No(11)(W),3275,1512,1763,Kayan Township
96.52309,16.758602,No(12)(W),1307,602,705,Thongwa Township
96.560497,16.905443,No(12)(W),1307,602,705,Kayan Township
96.52309,16.758602,No(12)(W),4139,1946,2193,Thongwa Township
96.560497,16.905443,No(12)(W),4139,1946,2193,Kayan Township
95.93047,16.707344,KunChan(W),9618,4718,4900,Twantay Township
95.93047,16.707344,ZayThit(W),3521,1602,1919,Twantay Township
95.93047,16.707344,OhnPinSu(W),1786,808,978,Twantay Township
95.93047,16.707344,MinPaing(W),7143,3431,3712,Twantay Township
96.0119,16.4394,MinPaing(W),7143,3431,3712,Kungyangon Township
95.93047,16.707344,MinPaing(W),1443,673,770,Twantay Township
96.0119,16.4394,MinPaing(W),1443,673,770,Kungyangon Township
95.93047,16.707344,KyunTaw(W),5558,2616,2942,Twantay Township
95.93047,16.707344,ShweSanTaw(W),5930,2991,2939,Twantay Township
95.93047,16.707344,OeBo(East)(W),4298,2029,2269,Twantay Township
95.93047,16.707344,OeBo(West)(W),5238,2557,2681,Twantay Township
96.061951,16.546156,MyoThit(W),1512,721,791,Kawhmu Township
96.061951,16.546156,MyoMaPaing(W),1459,692,767,Kawhmu Township
96.061951,16.546156,MaGyiTan(W),758,353,405,Kawhmu Township
96.061951,16.546156,TarLanThit(W),1062,542,520,Kawhmu Township
96.061951,16.546156,PyiTawThar(W),824,375,449,Kawhmu Township
96.061951,16.546156,TaungPaing(W),1032,498,534,Kawhmu Township
96.061951,16.546156,HpaYarLan(W),1953,938,1015,Kawhmu Township
96.0119,16.4394,MyoMa(W),3283,1509,1774,Kungyangon Township
96.0119,16.4394,KanGyi-MaGyiTan(W),3343,1647,1696,Kungyangon Township
96.0119,16.4394,ZayPaing(W),629,294,335,Kungyangon Township
96.0119,16.4394,TaungBetPaing(W),4038,1932,2106,Kungyangon Township
96.0119,16.4394,TawPuLwea(W),1208,595,613,Kungyangon Township
96.0119,16.4394,SanPya(W),2683,1281,1402,Kungyangon Township
96.143,16.75855,ThaMaTaKanChay(W),4149,2002,2147,Dala Township
96.143,16.75855,No(11/14)(W),5610,2687,2923,Dala Township
96.143,16.75855,NyaungKone(W),5847,2862,2985,Dala Township
96.143,16.75855,MyoMa(1)(W),1067,487,580,Dala Township
96.143,16.75855,MyoMa(2)(W),1423,641,782,Dala Township
96.143,16.75855,MyoMa(3)(W),571,277,294,Dala Township
96.143,16.75855,MyoMa(4)(W),4901,2357,2544,Dala Township
96.143,16.75855,SetMyay(W),3699,1788,1911,Dala Township
96.143,16.75855,KaMarKaThwei(W),5143,2577,2566,Dala Township
96.143,16.75855,KaMarKaSit(W),12578,6280,6298,Dala Township
96.143,16.75855,HmawSet(W),7453,3768,3685,Dala Township
96.143,16.75855,SarParChaung/KyaungSu(W),4121,2032,2089,Dala Township
96.143,16.75855,KyanSitThar(W),15802,7792,8010,Dala Township
96.143,16.75855,TaPinShweHtee(W),7663,3718,3945,Dala Township
96.143,16.75855,BaYintNaung(W),3563,1667,1896,Dala Township
96.143,16.75855,BaNyarDaLa(W),4206,2127,2079,Dala Township
96.143,16.75855,YarZaThinGyan(W),7375,3634,3741,Dala Township
96.143,16.75855,KyanMarYaeWunHtanEinYar(W),3892,1856,2036,Dala Township
96.116367,16.75779,SeikGyi(East)(W),7238,3726,3512,Seikgyikanaungto Township
96.116367,16.75779,SeikGyi(West)(W),6252,3103,3149,Seikgyikanaungto Township
96.116367,16.75779,KhaNaungTo(East)(W),7204,3637,3567,Seikgyikanaungto Township
96.116367,16.75779,UHtunOh(W),2101,1043,1058,Seikgyikanaungto Township
96.116367,16.75779,PanPinChaung(W),1618,784,834,Seikgyikanaungto Township
96.116367,16.75779,ChaungWaingLay(W),1245,596,649,Seikgyikanaungto Township
96.116367,16.75779,ThaKhinBaThaung(W),1389,710,679,Seikgyikanaungto Township
97.720772,24.199318,AungMinGaLar(W),1107,576,531,Momauk Township
97.720772,24.199318,AungThiRi(W),1465,689,776,Momauk Township
97.720772,24.199318,AungChanThar(W),1176,596,580,Momauk Township
97.720772,24.199318,AungThitSar(W),904,431,473,Momauk Township
97.720772,24.199318,AungZayYar(W),2792,1371,1421,Momauk Township
97.720772,24.199318,SaingGyar(W),559,265,294,Momauk Township
97.720772,24.199318,KawngNan(W),372,184,188,Momauk Township
94.733028,16.77924,No(1)(W),5743,2835,2908,Pathein Township
94.461332,17.076739,No(1)(W),5743,2835,2908,Pathein Township
94.387108,16.863792,No(1)(W),5743,2835,2908,Pathein Township
94.89476,16.932903,No(1)(W),5743,2835,2908,Kangyidaunt Township
94.805885,17.047335,No(1)(W),5743,2835,2908,Thabaung Township
94.301903,16.520893,No(1)(W),5743,2835,2908,Ngapudaw Township
94.34411,16.01602,No(1)(W),5743,2835,2908,Ngapudaw Township
95.333653,17.348547,No(1)(W),5743,2835,2908,Kyonpyaw Township
95.083313,17.199739,No(1)(W),5743,2835,2908,Yegyi Township
94.733028,16.77924,No(1)(W),1719,828,891,Pathein Township
94.461332,17.076739,No(1)(W),1719,828,891,Pathein Township
94.387108,16.863792,No(1)(W),1719,828,891,Pathein Township
94.89476,16.932903,No(1)(W),1719,828,891,Kangyidaunt Township
94.805885,17.047335,No(1)(W),1719,828,891,Thabaung Township
94.301903,16.520893,No(1)(W),1719,828,891,Ngapudaw Township
94.34411,16.01602,No(1)(W),1719,828,891,Ngapudaw Township
95.333653,17.348547,No(1)(W),1719,828,891,Kyonpyaw Township
95.083313,17.199739,No(1)(W),1719,828,891,Yegyi Township
94.733028,16.77924,No(1)(W),21263,9734,11529,Pathein Township
94.461332,17.076739,No(1)(W),21263,9734,11529,Pathein Township
94.387108,16.863792,No(1)(W),21263,9734,11529,Pathein Township
94.89476,16.932903,No(1)(W),21263,9734,11529,Kangyidaunt Township
94.805885,17.047335,No(1)(W),21263,9734,11529,Thabaung Township
94.301903,16.520893,No(1)(W),21263,9734,11529,Ngapudaw Township
94.34411,16.01602,No(1)(W),21263,9734,11529,Ngapudaw Township
95.333653,17.348547,No(1)(W),21263,9734,11529,Kyonpyaw Township
95.083313,17.199739,No(1)(W),21263,9734,11529,Yegyi Township
94.733028,16.77924,No(1)(W),2163,1009,1154,Pathein Township
94.461332,17.076739,No(1)(W),2163,1009,1154,Pathein Township
94.387108,16.863792,No(1)(W),2163,1009,1154,Pathein Township
94.89476,16.932903,No(1)(W),2163,1009,1154,Kangyidaunt Township
94.805885,17.047335,No(1)(W),2163,1009,1154,Thabaung Township
94.301903,16.520893,No(1)(W),2163,1009,1154,Ngapudaw Township
94.34411,16.01602,No(1)(W),2163,1009,1154,Ngapudaw Township
95.333653,17.348547,No(1)(W),2163,1009,1154,Kyonpyaw Township
95.083313,17.199739,No(1)(W),2163,1009,1154,Yegyi Township
94.733028,16.77924,No(1)(W),1343,635,708,Pathein Township
94.461332,17.076739,No(1)(W),1343,635,708,Pathein Township
94.387108,16.863792,No(1)(W),1343,635,708,Pathein Township
94.89476,16.932903,No(1)(W),1343,635,708,Kangyidaunt Township
94.805885,17.047335,No(1)(W),1343,635,708,Thabaung Township
94.301903,16.520893,No(1)(W),1343,635,708,Ngapudaw Township
94.34411,16.01602,No(1)(W),1343,635,708,Ngapudaw Township
95.333653,17.348547,No(1)(W),1343,635,708,Kyonpyaw Township
95.083313,17.199739,No(1)(W),1343,635,708,Yegyi Township
94.733028,16.77924,No(1)(W),4849,2366,2483,Pathein Township
94.461332,17.076739,No(1)(W),4849,2366,2483,Pathein Township
94.387108,16.863792,No(1)(W),4849,2366,2483,Pathein Township
94.89476,16.932903,No(1)(W),4849,2366,2483,Kangyidaunt Township
94.805885,17.047335,No(1)(W),4849,2366,2483,Thabaung Township
94.301903,16.520893,No(1)(W),4849,2366,2483,Ngapudaw Township
94.34411,16.01602,No(1)(W),4849,2366,2483,Ngapudaw Township
95.333653,17.348547,No(1)(W),4849,2366,2483,Kyonpyaw Township
95.083313,17.199739,No(1)(W),4849,2366,2483,Yegyi Township
94.733028,16.77924,No(1)(W),920,455,465,Pathein Township
94.461332,17.076739,No(1)(W),920,455,465,Pathein Township
94.387108,16.863792,No(1)(W),920,455,465,Pathein Township
94.89476,16.932903,No(1)(W),920,455,465,Kangyidaunt Township
94.805885,17.047335,No(1)(W),920,455,465,Thabaung Township
94.301903,16.520893,No(1)(W),920,455,465,Ngapudaw Township
94.34411,16.01602,No(1)(W),920,455,465,Ngapudaw Township
95.333653,17.348547,No(1)(W),920,455,465,Kyonpyaw Township
95.083313,17.199739,No(1)(W),920,455,465,Yegyi Township
94.733028,16.77924,No(1)(W),2328,1172,1156,Pathein Township
94.461332,17.076739,No(1)(W),2328,1172,1156,Pathein Township
94.387108,16.863792,No(1)(W),2328,1172,1156,Pathein Township
94.89476,16.932903,No(1)(W),2328,1172,1156,Kangyidaunt Township
94.805885,17.047335,No(1)(W),2328,1172,1156,Thabaung Township
94.301903,16.520893,No(1)(W),2328,1172,1156,Ngapudaw Township
94.34411,16.01602,No(1)(W),2328,1172,1156,Ngapudaw Township
95.333653,17.348547,No(1)(W),2328,1172,1156,Kyonpyaw Township
95.083313,17.199739,No(1)(W),2328,1172,1156,Yegyi Township
94.733028,16.77924,No(2)(W),806,368,438,Pathein Township
94.461332,17.076739,No(2)(W),806,368,438,Pathein Township
94.387108,16.863792,No(2)(W),806,368,438,Pathein Township
94.89476,16.932903,No(2)(W),806,368,438,Kangyidaunt Township
94.805885,17.047335,No(2)(W),806,368,438,Thabaung Township
94.301903,16.520893,No(2)(W),806,368,438,Ngapudaw Township
94.34411,16.01602,No(2)(W),806,368,438,Ngapudaw Township
95.333653,17.348547,No(2)(W),806,368,438,Kyonpyaw Township
95.083313,17.199739,No(2)(W),806,368,438,Yegyi Township
94.733028,16.77924,No(2)(W),2267,1090,1177,Pathein Township
94.461332,17.076739,No(2)(W),2267,1090,1177,Pathein Township
94.387108,16.863792,No(2)(W),2267,1090,1177,Pathein Township
94.89476,16.932903,No(2)(W),2267,1090,1177,Kangyidaunt Township
94.805885,17.047335,No(2)(W),2267,1090,1177,Thabaung Township
94.301903,16.520893,No(2)(W),2267,1090,1177,Ngapudaw Township
94.34411,16.01602,No(2)(W),2267,1090,1177,Ngapudaw Township
95.333653,17.348547,No(2)(W),2267,1090,1177,Kyonpyaw Township
95.083313,17.199739,No(2)(W),2267,1090,1177,Yegyi Township
94.733028,16.77924,No(2)(W),13104,5962,7142,Pathein Township
94.461332,17.076739,No(2)(W),13104,5962,7142,Pathein Township
94.387108,16.863792,No(2)(W),13104,5962,7142,Pathein Township
94.89476,16.932903,No(2)(W),13104,5962,7142,Kangyidaunt Township
94.805885,17.047335,No(2)(W),13104,5962,7142,Thabaung Township
94.301903,16.520893,No(2)(W),13104,5962,7142,Ngapudaw Township
94.34411,16.01602,No(2)(W),13104,5962,7142,Ngapudaw Township
95.333653,17.348547,No(2)(W),13104,5962,7142,Kyonpyaw Township
95.083313,17.199739,No(2)(W),13104,5962,7142,Yegyi Township
94.733028,16.77924,No(2)(W),3240,1520,1720,Pathein Township
94.461332,17.076739,No(2)(W),3240,1520,1720,Pathein Township
94.387108,16.863792,No(2)(W),3240,1520,1720,Pathein Township
94.89476,16.932903,No(2)(W),3240,1520,1720,Kangyidaunt Township
94.805885,17.047335,No(2)(W),3240,1520,1720,Thabaung Township
94.301903,16.520893,No(2)(W),3240,1520,1720,Ngapudaw Township
94.34411,16.01602,No(2)(W),3240,1520,1720,Ngapudaw Township
95.333653,17.348547,No(2)(W),3240,1520,1720,Kyonpyaw Township
95.083313,17.199739,No(2)(W),3240,1520,1720,Yegyi Township
94.733028,16.77924,No(2)(W),1913,933,980,Pathein Township
94.461332,17.076739,No(2)(W),1913,933,980,Pathein Township
94.387108,16.863792,No(2)(W),1913,933,980,Pathein Township
94.89476,16.932903,No(2)(W),1913,933,980,Kangyidaunt Township
94.805885,17.047335,No(2)(W),1913,933,980,Thabaung Township
94.301903,16.520893,No(2)(W),1913,933,980,Ngapudaw Township
94.34411,16.01602,No(2)(W),1913,933,980,Ngapudaw Township
95.333653,17.348547,No(2)(W),1913,933,980,Kyonpyaw Township
95.083313,17.199739,No(2)(W),1913,933,980,Yegyi Township
94.733028,16.77924,No(2)(W),2406,1473,933,Pathein Township
94.461332,17.076739,No(2)(W),2406,1473,933,Pathein Township
94.387108,16.863792,No(2)(W),2406,1473,933,Pathein Township
94.89476,16.932903,No(2)(W),2406,1473,933,Kangyidaunt Township
94.805885,17.047335,No(2)(W),2406,1473,933,Thabaung Township
94.301903,16.520893,No(2)(W),2406,1473,933,Ngapudaw Township
94.34411,16.01602,No(2)(W),2406,1473,933,Ngapudaw Township
95.333653,17.348547,No(2)(W),2406,1473,933,Kyonpyaw Township
95.083313,17.199739,No(2)(W),2406,1473,933,Yegyi Township
94.733028,16.77924,No(2)(W),1743,866,877,Pathein Township
94.461332,17.076739,No(2)(W),1743,866,877,Pathein Township
94.387108,16.863792,No(2)(W),1743,866,877,Pathein Township
94.89476,16.932903,No(2)(W),1743,866,877,Kangyidaunt Township
94.805885,17.047335,No(2)(W),1743,866,877,Thabaung Township
94.301903,16.520893,No(2)(W),1743,866,877,Ngapudaw Township
94.34411,16.01602,No(2)(W),1743,866,877,Ngapudaw Township
95.333653,17.348547,No(2)(W),1743,866,877,Kyonpyaw Township
95.083313,17.199739,No(2)(W),1743,866,877,Yegyi Township
94.733028,16.77924,No(2)(W),3217,1611,1606,Pathein Township
94.461332,17.076739,No(2)(W),3217,1611,1606,Pathein Township
94.387108,16.863792,No(2)(W),3217,1611,1606,Pathein Township
94.89476,16.932903,No(2)(W),3217,1611,1606,Kangyidaunt Township
94.805885,17.047335,No(2)(W),3217,1611,1606,Thabaung Township
94.301903,16.520893,No(2)(W),3217,1611,1606,Ngapudaw Township
94.34411,16.01602,No(2)(W),3217,1611,1606,Ngapudaw Township
95.333653,17.348547,No(2)(W),3217,1611,1606,Kyonpyaw Township
95.083313,17.199739,No(2)(W),3217,1611,1606,Yegyi Township
94.733028,16.77924,No(3)(W),971,507,464,Pathein Township
94.461332,17.076739,No(3)(W),971,507,464,Pathein Township
94.387108,16.863792,No(3)(W),971,507,464,Pathein Township
94.89476,16.932903,No(3)(W),971,507,464,Kangyidaunt Township
94.805885,17.047335,No(3)(W),971,507,464,Thabaung Township
94.34411,16.01602,No(3)(W),971,507,464,Ngapudaw Township
95.333653,17.348547,No(3)(W),971,507,464,Kyonpyaw Township
95.083313,17.199739,No(3)(W),971,507,464,Yegyi Township
94.733028,16.77924,No(3)(W),1709,770,939,Pathein Township
94.461332,17.076739,No(3)(W),1709,770,939,Pathein Township
94.387108,16.863792,No(3)(W),1709,770,939,Pathein Township
94.89476,16.932903,No(3)(W),1709,770,939,Kangyidaunt Township
94.805885,17.047335,No(3)(W),1709,770,939,Thabaung Township
94.34411,16.01602,No(3)(W),1709,770,939,Ngapudaw Township
95.333653,17.348547,No(3)(W),1709,770,939,Kyonpyaw Township
95.083313,17.199739,No(3)(W),1709,770,939,Yegyi Township
94.733028,16.77924,No(3)(W),18412,8407,10005,Pathein Township
94.461332,17.076739,No(3)(W),18412,8407,10005,Pathein Township
94.387108,16.863792,No(3)(W),18412,8407,10005,Pathein Township
94.89476,16.932903,No(3)(W),18412,8407,10005,Kangyidaunt Township
94.805885,17.047335,No(3)(W),18412,8407,10005,Thabaung Township
94.34411,16.01602,No(3)(W),18412,8407,10005,Ngapudaw Township
95.333653,17.348547,No(3)(W),18412,8407,10005,Kyonpyaw Township
95.083313,17.199739,No(3)(W),18412,8407,10005,Yegyi Township
94.733028,16.77924,No(3)(W),1897,894,1003,Pathein Township
94.461332,17.076739,No(3)(W),1897,894,1003,Pathein Township
94.387108,16.863792,No(3)(W),1897,894,1003,Pathein Township
94.89476,16.932903,No(3)(W),1897,894,1003,Kangyidaunt Township
94.805885,17.047335,No(3)(W),1897,894,1003,Thabaung Township
94.34411,16.01602,No(3)(W),1897,894,1003,Ngapudaw Township
95.333653,17.348547,No(3)(W),1897,894,1003,Kyonpyaw Township
95.083313,17.199739,No(3)(W),1897,894,1003,Yegyi Township
94.733028,16.77924,No(3)(W),7539,3926,3613,Pathein Township
94.461332,17.076739,No(3)(W),7539,3926,3613,Pathein Township
94.387108,16.863792,No(3)(W),7539,3926,3613,Pathein Township
94.89476,16.932903,No(3)(W),7539,3926,3613,Kangyidaunt Township
94.805885,17.047335,No(3)(W),7539,3926,3613,Thabaung Township
94.34411,16.01602,No(3)(W),7539,3926,3613,Ngapudaw Township
95.333653,17.348547,No(3)(W),7539,3926,3613,Kyonpyaw Township
95.083313,17.199739,No(3)(W),7539,3926,3613,Yegyi Township
94.733028,16.77924,No(3)(W),517,278,239,Pathein Township
94.461332,17.076739,No(3)(W),517,278,239,Pathein Township
94.387108,16.863792,No(3)(W),517,278,239,Pathein Township
94.89476,16.932903,No(3)(W),517,278,239,Kangyidaunt Township
94.805885,17.047335,No(3)(W),517,278,239,Thabaung Township
94.34411,16.01602,No(3)(W),517,278,239,Ngapudaw Township
95.333653,17.348547,No(3)(W),517,278,239,Kyonpyaw Township
95.083313,17.199739,No(3)(W),517,278,239,Yegyi Township
94.733028,16.77924,No(3)(W),4702,2498,2204,Pathein Township
94.461332,17.076739,No(3)(W),4702,2498,2204,Pathein Township
94.387108,16.863792,No(3)(W),4702,2498,2204,Pathein Township
94.89476,16.932903,No(3)(W),4702,2498,2204,Kangyidaunt Township
94.805885,17.047335,No(3)(W),4702,2498,2204,Thabaung Township
94.34411,16.01602,No(3)(W),4702,2498,2204,Ngapudaw Township
95.333653,17.348547,No(3)(W),4702,2498,2204,Kyonpyaw Township
95.083313,17.199739,No(3)(W),4702,2498,2204,Yegyi Township
94.733028,16.77924,No(4)(W),944,446,498,Pathein Township
94.387108,16.863792,No(4)(W),944,446,498,Pathein Township
94.89476,16.932903,No(4)(W),944,446,498,Kangyidaunt Township
95.333653,17.348547,No(4)(W),944,446,498,Kyonpyaw Township
95.083313,17.199739,No(4)(W),944,446,498,Yegyi Township
94.733028,16.77924,No(4)(W),1726,816,910,Pathein Township
94.387108,16.863792,No(4)(W),1726,816,910,Pathein Township
94.89476,16.932903,No(4)(W),1726,816,910,Kangyidaunt Township
95.333653,17.348547,No(4)(W),1726,816,910,Kyonpyaw Township
95.083313,17.199739,No(4)(W),1726,816,910,Yegyi Township
94.733028,16.77924,No(4)(W),9954,4401,5553,Pathein Township
94.387108,16.863792,No(4)(W),9954,4401,5553,Pathein Township
94.89476,16.932903,No(4)(W),9954,4401,5553,Kangyidaunt Township
95.333653,17.348547,No(4)(W),9954,4401,5553,Kyonpyaw Township
95.083313,17.199739,No(4)(W),9954,4401,5553,Yegyi Township
94.733028,16.77924,No(4)(W),4242,2315,1927,Pathein Township
94.387108,16.863792,No(4)(W),4242,2315,1927,Pathein Township
94.89476,16.932903,No(4)(W),4242,2315,1927,Kangyidaunt Township
95.333653,17.348547,No(4)(W),4242,2315,1927,Kyonpyaw Township
95.083313,17.199739,No(4)(W),4242,2315,1927,Yegyi Township
94.733028,16.77924,No(5)(W),943,441,502,Pathein Township
94.89476,16.932903,No(5)(W),943,441,502,Kangyidaunt Township
95.083313,17.199739,No(5)(W),943,441,502,Yegyi Township
94.733028,16.77924,No(5)(W),12304,5682,6622,Pathein Township
94.89476,16.932903,No(5)(W),12304,5682,6622,Kangyidaunt Township
